epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
61,4663.45,1.03289,1.68009,0.63061,0.96256,0,0.63022,0.58092,0.56518,0.36838,0.62323,0.56415,0.54356,0.32782,1.35208,2.89378,1.31385,1.43135,0,0.00406,0.00406,0.00406
62,4971.37,1.02178,1.68154,0.62596,0.95776,0,0.63051,0.58092,0.56498,0.37227,0.61986,0.55835,0.54047,0.32676,1.34539,2.92183,1.31352,1.42019,0,0.003961,0.003961,0.003961
63,5280.13,1.02079,1.66606,0.62139,0.95412,0,0.65643,0.55899,0.56569,0.37312,0.66844,0.53965,0.54633,0.32957,1.3402,2.92155,1.28779,1.43479,0,0.003862,0.003862,0.003862
64,5591.2,1.01393,1.65878,0.61721,0.95162,0,0.63536,0.57318,0.5666,0.36996,0.63956,0.54997,0.54263,0.32495,1.36136,2.9502,1.32303,1.42901,0,0.003763,0.003763,0.003763
65,5903.73,1.00395,1.63445,0.60686,0.95055,0,0.64794,0.56544,0.56071,0.37285,0.65908,0.55591,0.54418,0.32535,1.33252,2.98998,1.29781,1.42922,0,0.003664,0.003664,0.003664
66,6212.76,1.00004,1.63397,0.60235,0.94684,0,0.65544,0.55559,0.55415,0.37043,0.64382,0.54352,0.53167,0.32156,1.33209,3.00512,1.35738,1.4215,0,0.003565,0.003565,0.003565
67,6520.04,0.99262,1.6203,0.59892,0.94472,0,0.66215,0.55601,0.5616,0.37587,0.6491,0.54504,0.53671,0.32784,1.324,3.00831,1.31238,1.41542,0,0.003466,0.003466,0.003466
68,6826.77,0.98636,1.61508,0.59541,0.93865,0,0.62738,0.58092,0.55809,0.37307,0.6179,0.5648,0.53763,0.32795,1.31941,3.00427,1.31539,1.42423,0,0.003367,0.003367,0.003367
69,7135.88,0.97784,1.59406,0.5839,0.93733,0,0.64794,0.5706,0.55851,0.3745,0.64015,0.55642,0.54008,0.32594,1.31046,2.9975,1.3361,1.41637,0,0.003268,0.003268,0.003268
70,7445.33,0.97082,1.58466,0.5818,0.93437,0,0.66006,0.56995,0.56451,0.37948,0.65406,0.55964,0.54258,0.33182,1.32893,3.02241,1.28835,1.43289,0,0.003169,0.003169,0.003169
71,7757.81,0.96655,1.57529,0.57899,0.93391,0,0.65039,0.58894,0.56698,0.38173,0.65953,0.55384,0.54148,0.33046,1.31631,3.08669,1.2733,1.43085,0,0.00307,0.00307,0.00307
72,8070.68,0.95542,1.56659,0.5735,0.93149,0,0.66875,0.56867,0.56901,0.38414,0.67498,0.54288,0.54582,0.33291,1.30711,3.05027,1.26718,1.44433,0,0.002971,0.002971,0.002971
73,8379.29,0.94921,1.55859,0.56497,0.92668,0,0.63672,0.60155,0.57047,0.37974,0.65271,0.55706,0.54415,0.33267,1.3255,3.07289,1.29643,1.4435,0,0.002872,0.002872,0.002872
74,8684.05,0.94403,1.54652,0.56157,0.92401,0,0.67,0.58414,0.57192,0.37988,0.64734,0.55861,0.54126,0.33123,1.31884,3.09976,1.27088,1.44524,0,0.002773,0.002773,0.002773
75,8990.75,0.93611,1.54439,0.55857,0.92183,0,0.66197,0.56818,0.56719,0.37941,0.65145,0.55915,0.55084,0.33382,1.30822,3.11543,1.26807,1.43183,0,0.002674,0.002674,0.002674
76,9297.49,0.93215,1.5291,0.55271,0.91935,0,0.6703,0.5764,0.57226,0.3859,0.66122,0.56157,0.54773,0.3374,1.30091,3.10976,1.26979,1.42488,0,0.002575,0.002575,0.002575
77,9608.68,0.92654,1.52749,0.54716,0.91499,0,0.66166,0.58505,0.56825,0.3818,0.64637,0.56566,0.54266,0.3338,1.30692,3.1192,1.26381,1.44363,0,0.002476,0.002476,0.002476
78,314.233,0.90243,1.47665,0.53103,0.90731,0,0.65227,0.5914,0.56778,0.38218,0.65173,0.57382,0.5473,0.33281,1.30416,3.17962,1.26576,1.43644,0,0.002377,0.002377,0.002377
79,629.09,0.89536,1.46501,0.52698,0.90513,0,0.63681,0.59011,0.56576,0.37941,0.65024,0.55384,0.53921,0.32981,1.29568,3.17329,1.29397,1.44373,0,0.002278,0.002278,0.002278
80,947.934,0.89459,1.46561,0.52812,0.90537,0,0.63244,0.60606,0.56596,0.37753,0.6169,0.58092,0.53888,0.32476,1.32136,3.18307,1.30483,1.4663,0,0.002179,0.002179,0.002179
81,1266.68,0.88473,1.44559,0.5211,0.90308,0,0.63555,0.58543,0.56176,0.37717,0.63928,0.55642,0.5382,0.32577,1.32274,3.20926,1.31261,1.46725,0,0.00208,0.00208,0.00208
82,1584.22,0.88196,1.44969,0.51957,0.89985,0,0.64383,0.57705,0.56336,0.37774,0.64861,0.55126,0.54137,0.32816,1.30874,3.19252,1.30177,1.45916,0,0.001981,0.001981,0.001981
83,1901.38,0.87308,1.43721,0.5131,0.89787,0,0.62871,0.60265,0.56702,0.38001,0.62369,0.56848,0.54003,0.33094,1.3077,3.23171,1.30169,1.46549,0,0.001882,0.001882,0.001882
84,2222.58,0.86815,1.42497,0.50962,0.89609,0,0.63212,0.5916,0.56358,0.381,0.62347,0.56931,0.53822,0.33014,1.30879,3.26009,1.31334,1.46844,0,0.001783,0.001783,0.001783
85,2543.49,0.86597,1.42141,0.5077,0.89346,0,0.63052,0.59123,0.56239,0.37669,0.62606,0.56802,0.53496,0.32734,1.31357,3.25604,1.34051,1.46988,0,0.001684,0.001684,0.001684
86,2862.57,0.85686,1.40795,0.50298,0.89177,0,0.62884,0.59424,0.55868,0.37619,0.64239,0.56609,0.53593,0.32527,1.31456,3.30093,1.32503,1.46809,0,0.001585,0.001585,0.001585
87,3179.09,0.85054,1.39575,0.49562,0.88921,0,0.62829,0.60265,0.55911,0.37438,0.62388,0.58027,0.53477,0.32544,1.31115,3.32326,1.33191,1.46788,0,0.001486,0.001486,0.001486
88,3497.56,0.84432,1.38569,0.49309,0.88838,0,0.64265,0.58994,0.55954,0.37641,0.63333,0.57464,0.53614,0.32647,1.31633,3.33849,1.3392,1.47591,0,0.001387,0.001387,0.001387
89,3816.33,0.84327,1.38437,0.49099,0.88563,0,0.63781,0.58358,0.55861,0.37358,0.64466,0.56609,0.53974,0.32743,1.31498,3.31694,1.32877,1.48289,0,0.001288,0.001288,0.001288
90,4133.5,0.82961,1.36503,0.48403,0.88278,0,0.63429,0.58595,0.55776,0.37622,0.62684,0.56861,0.53443,0.32577,1.31715,3.33314,1.32921,1.49384,0,0.001189,0.001189,0.001189
91,4449.98,0.82287,1.35799,0.47912,0.88245,0,0.61123,0.60671,0.55667,0.37416,0.6646,0.53836,0.5314,0.32483,1.31287,3.35533,1.3267,1.48815,0,0.00109,0.00109,0.00109
92,4767.22,0.82185,1.35318,0.47875,0.88012,0,0.62878,0.58863,0.55558,0.37202,0.64377,0.55642,0.52714,0.32314,1.31764,3.37007,1.32962,1.49738,0,0.000991,0.000991,0.000991
93,5084.86,0.81494,1.34815,0.47482,0.87861,0,0.64875,0.57382,0.55387,0.37243,0.64212,0.55758,0.5289,0.32299,1.32398,3.39873,1.34625,1.50543,0,0.000892,0.000892,0.000892
94,5403.4,0.8132,1.3385,0.4722,0.87632,0,0.61508,0.60219,0.55576,0.37412,0.65547,0.54803,0.53042,0.32363,1.31408,3.39684,1.34384,1.50234,0,0.000793,0.000793,0.000793
95,5721.38,0.80922,1.33494,0.46933,0.87568,0,0.61951,0.59317,0.55277,0.37059,0.63646,0.55642,0.52832,0.32296,1.31757,3.39748,1.34191,1.51182,0,0.000694,0.000694,0.000694
96,6039.64,0.79964,1.3154,0.4635,0.87432,0,0.62185,0.58737,0.552,0.37086,0.65043,0.54223,0.52365,0.32025,1.32141,3.43042,1.33486,1.51508,0,0.000595,0.000595,0.000595
97,6358.94,0.7971,1.32275,0.46174,0.87196,0,0.64104,0.57898,0.55229,0.36987,0.64524,0.5519,0.52765,0.32088,1.32497,3.44538,1.34388,1.516,0,0.000496,0.000496,0.000496
98,6678.07,0.7932,1.30864,0.46157,0.87269,0,0.63846,0.57253,0.54973,0.36958,0.6571,0.54611,0.52989,0.32228,1.3253,3.44882,1.34684,1.51235,0,0.000397,0.000397,0.000397
99,7000.15,0.79206,1.30912,0.45789,0.86985,0,0.64648,0.57303,0.55109,0.36997,0.65785,0.54674,0.52717,0.32177,1.3202,3.46509,1.33836,1.50706,0,0.000298,0.000298,0.000298
100,7322.18,0.78447,1.29498,0.45259,0.86925,0,0.63098,0.58865,0.55111,0.37227,0.65585,0.54801,0.52593,0.32241,1.32014,3.47392,1.34002,1.51147,0,0.000199,0.000199,0.000199
